ID,Campaign Content - Content → Campaign ID,Campaign Campaign - Campaign → Advertiser ID,Media App Media - Media → Publisher ID
2889127,40249,35306,69867
2888980,40249,35306,15969
2889043,40249,35306,26052
2888969,40249,35306,13363
2889071,40249,35306,51710
2888992,40249,35306,22439
2889173,40249,35306,61769
2889115,40249,35306,66652
2889167,40249,35306,90822
2889192,40249,35306,94124
2889124,40249,35306,69045
2889120,40249,35306,68303
2889118,40249,35306,67737
2888975,40249,35306,245
2889166,40249,35306,90734
2889022,40249,35306,30238
2889128,40249,35306,56008
2889130,40249,35306,58441
2889082,40249,35306,57357
2889012,40249,35306,9045
2889005,40249,35306,31080
2889014,40249,35306,28907
2889165,40249,35306,21140
2889050,40249,35306,46936
2889031,40249,35306,31679
2889151,40249,35306,25174
2888986,40249,35306,7022
2888994,40249,35306,20663
2889126,40249,35306,68688
2889016,40249,35306,24660
2889068,40249,35306,55595
2889180,40249,35306,93265
2889013,40249,35306,26967
2889109,40249,35306,24075
2889149,40249,35306,80684
2889017,40249,35306,26058
2889110,40249,35306,63524
2888974,40249,35306,13363
2889060,40249,35306,24227
2888971,40249,35306,11213
2889206,40249,35306,95865
2889139,40249,35306,73747
2889198,40249,35306,94037
2889119,40249,35306,67907
2889048,40249,35306,48669
2889032,40249,35306,35340
2888989,40249,35306,21797
2889189,40249,35306,94120
2889121,40249,35306,68498
2889015,40249,35306,30275
2889212,40249,35306,96373
2753110,36960,91242,1560
2753109,36960,91242,245
2753114,36960,91242,32109
2753117,36960,91242,28936
2753118,36960,91242,28920
2753107,36960,91242,679
2753115,36960,91242,44760
2753116,36960,91242,57011
2753113,36960,91242,15986
2753112,36960,91242,13363
2753111,36960,91242,13363
2753108,36960,91242,243
2778243,37609,93058,21899
2778239,37609,93058,9054
2778246,37609,93058,62062
2778247,37609,93058,28125
2778265,37609,93058,29675
2778262,37609,93058,56112
2778249,37609,93058,62925
2778256,37609,93058,6751
2778257,37609,93058,9749
2778258,37609,93058,11683
2778259,37609,93058,12986
2778260,37609,93058,19139
2778263,37609,93058,8614
2778236,37609,93058,679
2778237,37609,93058,3748
2778248,37609,93058,22903
2778268,37609,93058,85780
2778264,37609,93058,12958
2778261,37609,93058,21190
2778266,37609,93058,47981
2778238,37609,93058,7187
2778245,37609,93058,22969
2778253,37609,93058,1848
2778254,37609,93058,1848
2778242,37609,93058,13363
2778267,37609,93058,66195
2778241,37609,93058,13363
2778244,37609,93058,22070
2778240,37609,93058,10721
2778255,37609,93058,10721
2888135,40236,41929,70321
2888133,40236,41929,62611
2888127,40236,41929,90283
2888114,40236,41929,1888
2888129,40236,41929,27430
2888112,40236,41929,52892
2888144,40236,41929,55124
2888130,40236,41929,42406
2888120,40236,41929,85093
2888117,40236,41929,12920
2888137,40236,41929,39628
2888146,40236,41929,94532
2888143,40236,41929,90503
2888119,40236,41929,23030
2888115,40236,41929,8094
2888126,40236,41929,41715
2888132,40236,41929,62038
2888123,40236,41929,23025
2888121,40236,41929,22969
2888134,40236,41929,23054
2888145,40236,41929,35039
2888140,40236,41929,23805
2888139,40236,41929,68300
2888128,40236,41929,25520
2888131,40236,41929,50449
2888124,40236,41929,49768
2888138,40236,41929,98122
2888111,40236,41929,5354
2888136,40236,41929,29639
2888122,40236,41929,33523
2888113,40236,41929,13301
2888125,40236,41929,23171
2888142,40236,41929,89526
2888141,40236,41929,89015
2888118,40236,41929,13653
2888116,40236,41929,11557
2888110,40236,41929,205
2865524,39716,11578,72263
2865521,39716,11578,5614
2865523,39716,11578,40490
2865522,39716,11578,1810
2865525,39716,11578,79586
2878340,39979,97323,12774
2878342,39979,97323,15474
2934707,39979,97323,98731
2878344,39979,97323,61553
2878345,39979,97323,75406
2878338,39979,97323,2353
2878336,39979,97323,1848
2878337,39979,97323,1848
2878341,39979,97323,13363
2878339,39979,97323,98731
2878335,39979,97323,69102
2878343,39979,97323,30445
2864134,39691,82637,97336
2864131,39690,95697,62062
2864129,39690,95697,7022
2864130,39690,95697,73115
2864133,39690,95697,94530
2864132,39690,95697,30595
2864127,39690,95697,2400
2864128,39690,95697,57586
2864125,39690,95697,211
2864126,39690,95697,10721
2864124,39690,95697,58
2966500,42175,97822,46202
2966499,42175,97822,27579
2966498,42174,97822,63191
2966496,42173,97822,798
2966497,42173,97822,84637
2966494,42173,97822,255
2966495,42173,97822,12924
2966502,42176,97822,77857
2966501,42176,97822,5975
2889232,40252,23326,432
2889231,40252,23326,13308
2889233,40252,23326,74208
2900699,40252,23326,14387
2864145,39694,93599,62925
2864144,39694,93599,205
2864140,39694,93599,7187
2864142,39694,93599,56112
2864143,39694,93599,62062
2864141,39694,93599,11557
2950065,41803,35150,28920
2950068,41803,35150,29067
2950075,41803,35150,30275
2950074,41803,35150,23476
2950072,41803,35150,26967
2950073,41803,35150,28907
2950156,41803,35150,69968
2950157,41803,35150,80684
2950172,41803,35150,70139
2950165,41803,35150,84514
2950207,41803,35150,96360
2950106,41803,35150,40455
2950154,41803,35150,63723
2950153,41803,35150,63723
2950039,41803,35150,22070
2950167,41803,35150,84575
2950101,41803,35150,48523
2950069,41803,35150,26410
2950082,41803,35150,30238
2950177,41803,35150,86706
2950176,41803,35150,85998
2950027,41803,35150,5999
2950019,41803,35150,1560
2950022,41803,35150,6363
2950025,41803,35150,11213
2950021,41803,35150,245
2950026,41803,35150,245
2950064,41803,35150,30438
2950084,41803,35150,20836
2950018,41803,35150,7563
2950030,41803,35150,192
2950083,41803,35150,27772
2950085,41803,35150,28631
2950028,41803,35150,15986
2950020,41803,35150,7022
2950090,41803,35150,36009
2950078,41803,35150,24650
2950086,41803,35150,31679
2950076,41803,35150,24660
2950080,41803,35150,28365
2950121,41803,35150,57357
2950123,41803,35150,51687
2950126,41803,35150,20836
2950128,41803,35150,54623
2950125,41803,35150,58770
2950127,41803,35150,20836
2950130,41803,35150,59263
2950134,41803,35150,30307
2950131,41803,35150,58820
2950135,41803,35150,60281
2950133,41803,35150,59813
2950137,41803,35150,24075
2950136,41803,35150,58194
2950132,41803,35150,59966
2950138,41803,35150,26289
2950141,41803,35150,65948
2950140,41803,35150,65370
2950142,41803,35150,66652
2950139,41803,35150,74822
2950144,41803,35150,69113
2950143,41803,35150,67907
2950149,41803,35150,75324
2950148,41803,35150,70552
2950145,41803,35150,69269
2950146,41803,35150,69867
2950150,41803,35150,21140
2950147,41803,35150,56008
2950155,41803,35150,63723
2950152,41803,35150,63723
2950173,41803,35150,85673
2950211,41803,35150,86619
2950214,41803,35150,94138
2950213,41803,35150,11256
2950170,41803,35150,84810
2950099,41803,35150,48669
2950092,41803,35150,30837
2950048,41803,35150,15976
2950104,41803,35150,42950
2950208,41803,35150,97179
2950209,41803,35150,93798
2950210,41803,35150,97977
2950212,41803,35150,99734
2950102,41803,35150,46936
2950112,41803,35150,55595
2950196,41803,35150,93656
2950107,41803,35150,13403
2950031,41803,35150,1867
2950056,41803,35150,26052
2950061,41803,35150,1615
2950189,41803,35150,98910
2950163,41803,35150,84402
2950058,41803,35150,24414
2950192,41803,35150,92809
2950096,41803,35150,26052
2950178,41803,35150,67984
2950175,41803,35150,84478
2950097,41803,35150,13031
2950116,41803,35150,56790
2950045,41803,35150,15987
2950120,41803,35150,56893
2950046,41803,35150,16571
2950187,41803,35150,91556
2950055,41803,35150,27359
2950193,41803,35150,93008
2950166,41803,35150,84552
2950202,41803,35150,95428
2950114,41803,35150,54695
2950188,41803,35150,91834
2950093,41803,35150,32206
2950105,41803,35150,42165
2950160,41803,35150,48481
2950036,41803,35150,7022
2950186,41803,35150,90041
2950057,41803,35150,24649
2950033,41803,35150,15987
2950062,41803,35150,31080
2950184,41803,35150,90822
2950183,41803,35150,90734
2950115,41803,35150,56622
2950199,41803,35150,94127
2950181,41803,35150,89792
2950043,41803,35150,21797
2950060,41803,35150,19139
2950047,41803,35150,23476
2950168,41803,35150,33649
2950032,41803,35150,15976
2950179,41803,35150,6818
2950059,41803,35150,24699
2950044,41803,35150,8382
2950035,41803,35150,21869
2950205,41803,35150,95911
2950054,41803,35150,12091
2950164,41803,35150,84416
2950203,41803,35150,95437
2950169,41803,35150,84800
2950159,41803,35150,55503
2950053,41803,35150,6751
2950103,41803,35150,47622
2950174,41803,35150,86001
2950109,41803,35150,28906
2950122,41803,35150,41978
2950095,41803,35150,26052
2950050,41803,35150,20663
2950204,41803,35150,95763
2950206,41803,35150,95965
2950100,41803,35150,48669
2950200,41803,35150,94451
2950089,41803,35150,36009
2950063,41803,35150,8614
2950029,41803,35150,7869
2950198,41803,35150,94115
2950042,41803,35150,7022
2950182,41803,35150,21140
2950162,41803,35150,84288
2950119,41803,35150,56858
2950070,41803,35150,9045
2950197,41803,35150,75517
2950180,41803,35150,89041
2950151,41803,35150,98910
2950108,41803,35150,30445
2950041,41803,35150,18519
2950034,41803,35150,4925
2950079,41803,35150,30268
2950201,41803,35150,95018
2950024,41803,35150,4559
2950161,41803,35150,83200
2950067,41803,35150,28960
2950094,41803,35150,26052
2950195,41803,35150,93324
2950113,41803,35150,55503
2950081,41803,35150,30892
2950051,41803,35150,23476
2950194,41803,35150,93265
2950038,41803,35150,8382
2950117,41803,35150,56841
2950040,41803,35150,25809
2950171,41803,35150,85088
2950118,41803,35150,56845
2950052,41803,35150,11256
2950190,41803,35150,33649
2950066,41803,35150,24798
2950124,41803,35150,58820
2950129,41803,35150,59193
2950098,41803,35150,49793
2950023,41803,35150,3396
2950185,41803,35150,91088
2950088,41803,35150,37379
2950158,41803,35150,80959
2950091,41803,35150,32109
2950049,41803,35150,22439
2950111,41803,35150,55595
2950037,41803,35150,21961
2950077,41803,35150,26058
2950110,41803,35150,51483
2950191,41803,35150,92765
2950087,41803,35150,32070
2950071,41803,35150,24820
2947073,41735,89520,2943
2972698,41734,82498,10498
2947061,41734,82498,2361
2947062,41734,82498,16464
2947060,41734,82498,183
2947063,41734,82498,15957
2947067,41734,82498,5362
2947071,41734,82498,94529
2947064,41734,82498,85469
2947065,41734,82498,2089
2947070,41734,82498,94073
2947059,41734,82498,211
2947066,41734,82498,13784
2947068,41734,82498,81022
2947069,41734,82498,81056
2950220,41804,100381,11213
2950231,41804,100381,21869
2950230,41804,100381,4925
2950232,41804,100381,8382
2950233,41804,100381,15165
2950245,41804,100381,26052
2950244,41804,100381,27359
2950250,41804,100381,19139
2950252,41804,100381,8614
2950266,41804,100381,26058
2950270,41804,100381,20836
2950271,41804,100381,28631
2950273,41804,100381,28272
2950276,41804,100381,39250
2950287,41804,100381,48669
2950286,41804,100381,49793
2950285,41804,100381,13031
2950279,41804,100381,32206
2950282,41804,100381,26052
2950304,41804,100381,56133
2950305,41804,100381,56858
2950300,41804,100381,30445
2950302,41804,100381,55595
