ID,Campaign Content - Content → Campaign ID,Campaign Campaign - Campaign → Advertiser ID,Media App Media - Media → Publisher ID
2775222,37535,1633,100266
2775210,37535,1633,93008
2775214,37535,1633,15969
2775215,37535,1633,24650
2775216,37535,1633,55595
2775217,37535,1633,24075
2775218,37535,1633,15976
2775221,37535,1633,24649
2775262,37535,1633,63723
2775263,37535,1633,82325
2775264,37535,1633,13363
2775272,37535,1633,15987
2775281,37535,1633,26233
2775287,37535,1633,60281
2775297,37535,1633,83200
2775307,37535,1633,55595
2775285,37535,1633,89792
2775324,37535,1633,61769
2775311,37535,1633,52427
2775315,37535,1633,19139
2775318,37535,1633,5999
2775344,37535,1633,30238
2775335,37535,1633,56008
2775329,37535,1633,30275
2775330,37535,1633,58820
2775331,37535,1633,46170
2775332,37535,1633,66652
2775334,37535,1633,54623
2775336,37535,1633,21869
2775337,37535,1633,7022
2775340,37535,1633,55503
2775353,37535,1633,60281
2775354,37535,1633,56841
2775355,37535,1633,26967
2775362,37535,1633,27772
2775363,37535,1633,32284
2775368,37535,1633,59966
2775369,37535,1633,11213
2775372,37535,1633,4559
2775373,37535,1633,15969
2775374,37535,1633,58820
2775375,37535,1633,48669
2775229,37535,1633,56790
2775225,37535,1633,51688
2775244,37535,1633,68704
2775245,37535,1633,56360
2775250,37535,1633,13520
2775184,37535,1633,80684
2775188,37535,1633,59618
2775194,37535,1633,13363
2775203,37535,1633,69113
2775207,37535,1633,91830
2775186,37535,1633,98019
2775182,37535,1633,73747
2775190,37535,1633,28907
2775212,37535,1633,26052
2775220,37535,1633,48481
2775227,37535,1633,29334
2775192,37535,1633,245
2775175,37535,1633,67925
2775178,37535,1633,62555
2775179,37535,1633,49793
2775201,37535,1633,3396
2775205,37535,1633,15986
2775241,37535,1633,32070
2775298,37535,1633,24699
2775314,37535,1633,9332
2775300,37535,1633,7869
2775240,37535,1633,57357
2775302,37535,1633,68688
2775310,37535,1633,16571
2775313,37535,1633,67450
2775319,37535,1633,58908
2775323,37535,1633,24704
2775328,37535,1633,6363
2775196,37535,1633,61769
2775199,37535,1633,75324
2775200,37535,1633,26052
2775204,37535,1633,28365
2775174,37535,1633,93265
2775195,37535,1633,30445
2775197,37535,1633,70070
2775206,37535,1633,74495
2775208,37535,1633,28936
2775209,37535,1633,71795
2775211,37535,1633,9045
2775213,37535,1633,30438
2775219,37535,1633,28960
2775223,37535,1633,28055
2775224,37535,1633,31679
2775226,37535,1633,26289
2775228,37535,1633,59725
2775238,37535,1633,56790
2775239,37535,1633,44417
2775251,37535,1633,26052
2775230,37535,1633,24700
2775231,37535,1633,22439
2775232,37535,1633,54695
2775233,37535,1633,80959
2775234,37535,1633,90935
2775235,37535,1633,69867
2775236,37535,1633,7022
2775237,37535,1633,48523
2775242,37535,1633,65948
2775243,37535,1633,13355
2775246,37535,1633,25174
2775247,37535,1633,51687
2775248,37535,1633,70552
2775253,37535,1633,13363
2775254,37535,1633,65297
2775255,37535,1633,28631
2775256,37535,1633,7022
2775257,37535,1633,59193
2775259,37535,1633,55503
2775261,37535,1633,192
2775265,37535,1633,25376
2775268,37535,1633,15987
2775269,37535,1633,30307
2775271,37535,1633,28920
2775275,37535,1633,29067
2775276,37535,1633,24820
2775277,37535,1633,31679
2775279,37535,1633,57011
2775280,37535,1633,25809
2775282,37535,1633,26410
2775283,37535,1633,96228
2775284,37535,1633,26052
2775286,37535,1633,37379
2775288,37535,1633,9483
2775289,37535,1633,84740
2775292,37535,1633,58194
2775295,37535,1633,90734
2775301,37535,1633,84514
2775303,37535,1633,20663
2775305,37535,1633,67907
2775273,37535,1633,48669
2775270,37535,1633,83927
2775258,37535,1633,12091
2775320,37535,1633,42332
2775321,37535,1633,46170
2775306,37535,1633,67154
2775308,37535,1633,24798
2775309,37535,1633,54668
2775312,37535,1633,65370
2775317,37535,1633,2377
2775316,37535,1633,63723
2775341,37535,1633,76682
2775322,37535,1633,1615
2775326,37535,1633,58441
2775333,37535,1633,20836
2775338,37535,1633,36009
2775339,37535,1633,61769
2775342,37535,1633,2258
2775345,37535,1633,24660
2775346,37535,1633,42489
2775347,37535,1633,47622
2775350,37535,1633,69269
2775351,37535,1633,55503
2775356,37535,1633,74822
2775357,37535,1633,245
2775358,37535,1633,58820
2775359,37535,1633,98019
2775360,37535,1633,98019
2775361,37535,1633,65297
2775364,37535,1633,54667
2775366,37535,1633,102008
2775371,37535,1633,15969
2775376,37535,1633,30268
2775377,37535,1633,24820
2775378,37535,1633,13031
2775379,37535,1633,29334
2775380,37535,1633,36009
2775381,37535,1633,59618
2775327,37535,1633,4925
2775343,37535,1633,32206
2775367,37535,1633,15976
2775325,37535,1633,20836
2775370,37535,1633,1867
2775352,37535,1633,41978
2775267,37535,1633,1560
2775278,37535,1633,69831
2775296,37535,1633,63723
2775299,37535,1633,6751
2775291,37535,1633,83814
2775274,37535,1633,98019
2775293,37535,1633,30837
2775294,37535,1633,93324
2775304,37535,1633,32109
2775290,37535,1633,73747
2775348,37535,1633,57429
2775252,37535,1633,73747
2775266,37535,1633,92488
2775260,37535,1633,101304
2775249,37535,1633,98001
2775365,37535,1633,30892
2787276,37846,10268,12716
2787274,37846,10268,15143
2787270,37846,10268,1848
2787268,37846,10268,1848
2787272,37846,10268,19053
2787277,37846,10268,11683
2787271,37846,10268,13363
2787269,37846,10268,3508
2787266,37846,10268,9054
2787275,37846,10268,2353
2787273,37846,10268,10721
2787267,37846,10268,100266
2883685,40113,90315,82376
2883484,40111,90315,10491
2883483,40110,90315,7910
2776700,37578,83935,18519
2776701,37578,83935,29643
2776702,37578,83935,13031
2776703,37578,83935,74434
2776704,37578,83935,68114
2776698,37578,83935,7216
2776705,37578,83935,87502
2776706,37578,83935,89189
2776699,37578,83935,13478
2776697,37578,83935,2353
2823897,38644,64458,93265
2823946,38644,64458,63723
2823876,38644,64458,58820
2823880,38644,64458,7869
2823882,38644,64458,68688
2823884,38644,64458,28055
2823889,38644,64458,51688
2823892,38644,64458,13363
2823894,38644,64458,85088
2823896,38644,64458,42332
2823898,38644,64458,7022
2823902,38644,64458,48481
2823904,38644,64458,61769
2823908,38644,64458,59263
2823910,38644,64458,19053
2823912,38644,64458,55595
2823913,38644,64458,24700
2823917,38644,64458,58820
2823919,38644,64458,30837
2823921,38644,64458,24650
2823925,38644,64458,26052
2823931,38644,64458,21797
2823930,38644,64458,58441
2823940,38644,64458,6363
2823952,38644,64458,24820
2823955,38644,64458,56790
2823958,38644,64458,26233
2823956,38644,64458,59193
2823961,38644,64458,102008
2823962,38644,64458,55503
2823963,38644,64458,69867
2823964,38644,64458,26410
2823970,38644,64458,29067
2823968,38644,64458,83200
2823972,38644,64458,30445
2823975,38644,64458,7022
2823983,38644,64458,31080
2823988,38644,64458,56790
2823991,38644,64458,67907
2823999,38644,64458,80959
2824014,38644,64458,26058
2824013,38644,64458,27772
2824019,38644,64458,55595
2824028,38644,64458,79956
2824031,38644,64458,42489
2824037,38644,64458,60281
2824057,38644,64458,60702
2824059,38644,64458,46170
2824052,38644,64458,94218
2824064,38644,64458,32206
2824061,38644,64458,68704
2824065,38644,64458,25174
2824066,38644,64458,31679
2823953,38644,64458,65297
2824040,38644,64458,65297
2823959,38644,64458,24798
2823960,38644,64458,4559
2823981,38644,64458,32070
2823993,38644,64458,28907
2823996,38644,64458,54695
2823939,38644,64458,19139
2823899,38644,64458,192
2823980,38644,64458,41978
2824000,38644,64458,1615
2823949,38644,64458,15987
2824030,38644,64458,7022
2823920,38644,64458,58820
2824032,38644,64458,47622
2824039,38644,64458,63723
2823977,38644,64458,83814
2824036,38644,64458,13031
2823916,38644,64458,30892
2824044,38644,64458,69831
2823971,38644,64458,20836
2823982,38644,64458,51483
2824018,38644,64458,56360
2824026,38644,64458,20836
2824050,38644,64458,24704
2823929,38644,64458,24660
2823973,38644,64458,5999
2823997,38644,64458,245
2824006,38644,64458,49793
2824012,38644,64458,15969
2824055,38644,64458,61769
2823938,38644,64458,46170
2823937,38644,64458,54623
2824053,38644,64458,12091
2824058,38644,64458,32109
2824034,38644,64458,93324
2823881,38644,64458,98910
2824046,38644,64458,73747
2823924,38644,64458,92488
2823877,38644,64458,94037
2823906,38644,64458,54667
2823985,38644,64458,94068
2823911,38644,64458,90734
2823922,38644,64458,30119
2823923,38644,64458,31679
2823926,38644,64458,26052
2823941,38644,64458,15987
2823942,38644,64458,25809
2823974,38644,64458,48523
2824022,38644,64458,15976
2824042,38644,64458,48669
2824045,38644,64458,36009
2824060,38644,64458,26289
2824067,38644,64458,37379
2824069,38644,64458,36009
2824048,38644,64458,98910
2823945,38644,64458,73747
2824056,38644,64458,61769
2823927,38644,64458,74822
2823887,38644,64458,94037
2823918,38644,64458,59725
2823891,38644,64458,70552
2823895,38644,64458,84514
2823900,38644,64458,26967
2823903,38644,64458,66652
2823905,38644,64458,55503
2823909,38644,64458,9045
2823932,38644,64458,29334
2823933,38644,64458,90935
2823878,38644,64458,67737
2823886,38644,64458,58908
2823944,38644,64458,21869
2823947,38644,64458,13363
2823948,38644,64458,25376
2823965,38644,64458,30268
2823967,38644,64458,40455
2823986,38644,64458,30307
2823989,38644,64458,59813
2823992,38644,64458,56622
2824001,38644,64458,71795
2824004,38644,64458,70070
2824008,38644,64458,56845
2824009,38644,64458,20663
2824011,38644,64458,73747
2824015,38644,64458,65948
2824016,38644,64458,59966
2824025,38644,64458,101304
2824027,38644,64458,58194
2824033,38644,64458,69045
2824035,38644,64458,69113
2824038,38644,64458,61769
2823951,38644,64458,28631
2823957,38644,64458,24649
2824041,38644,64458,57011
2824043,38644,64458,61769
2824047,38644,64458,29334
2823879,38644,64458,56008
2823915,38644,64458,82325
2823950,38644,64458,63723
2824049,38644,64458,69968
2824062,38644,64458,93008
2823928,38644,64458,83927
2823978,38644,64458,80684
2823936,38644,64458,4925
2823969,38644,64458,15969
2823984,38644,64458,24820
2823987,38644,64458,15976
2823901,38644,64458,6751
2823907,38644,64458,30438
2823934,38644,64458,69269
2824002,38644,64458,15969
2823935,38644,64458,48669
2824003,38644,64458,100266
2824005,38644,64458,20836
2824021,38644,64458,96228
2824023,38644,64458,60281
2823885,38644,64458,2258
2823893,38644,64458,59618
2823966,38644,64458,44417
2823990,38644,64458,26052
2823995,38644,64458,54668
2824017,38644,64458,1867
2824020,38644,64458,26052
2824024,38644,64458,9332
2824029,38644,64458,32324
2824051,38644,64458,3396
2823994,38644,64458,56858
2824010,38644,64458,24699
2823943,38644,64458,245
2823998,38644,64458,24075
2824007,38644,64458,93235
2824063,38644,64458,29067
2824068,38644,64458,32284
2824054,38644,64458,91830
2823883,38644,64458,94119
2823914,38644,64458,55503
2823979,38644,64458,57429
2823976,38644,64458,89792
2823888,38644,64458,73747
2823890,38644,64458,51687
2823954,38644,64458,28920
2904790,40671,82637,24660
2904787,40671,82637,15165
2904806,40671,82637,73634
2904779,40671,82637,96090
2904784,40671,82637,13363
2904801,40671,82637,87687
2904793,40671,82637,20983
2904803,40671,82637,54477
2904797,40671,82637,44865
2904804,40671,82637,61090
2904807,40671,82637,58820
2904794,40671,82637,1615
2904795,40671,82637,32109
2904799,40671,82637,47452
2904792,40671,82637,29067
2904808,40671,82637,30816
2904791,40671,82637,28960
2904780,40671,82637,243
2904781,40671,82637,1596
2904789,40671,82637,20367
2904783,40671,82637,13363
2904805,40671,82637,72905
2904798,40671,82637,45512
2904782,40671,82637,11436
2904800,40671,82637,48109
2904796,40671,82637,39307
2904788,40671,82637,25809
2904802,40671,82637,53182
2904786,40671,82637,61719
2904809,40671,82637,89463
2904785,40671,82637,15165
2912213,40835,89422,29675
2912211,40835,89422,21961
2912220,40835,89422,93787
2912203,40835,89422,6133
2912208,40835,89422,11256
2912202,40835,89422,5749
2912201,40835,89422,1945
2912209,40835,89422,16128
2912218,40835,89422,90751
2912204,40835,89422,5801
2912215,40835,89422,54882
2912219,40835,89422,98910
2912216,40835,89422,98002
2912200,40835,89422,1848
2912210,40835,89422,7022
2912205,40835,89422,9054
2912212,40835,89422,28125
2912206,40835,89422,9749
2912207,40835,89422,10917
2912214,40835,89422,48109
2912217,40835,89422,79948
2915846,40677,98890,16369
2920353,40677,98890,260
2905151,40677,98890,95829
2905154,40677,98890,5399
2905153,40677,98890,16491
2905155,40677,98890,5431
2905152,40677,98890,15353
2910597,40677,98890,5431
2910598,40677,98890,5431
2883594,40112,37983,20836
2883577,40112,37983,54668
2883611,40112,37983,47523
2883550,40112,37983,30837
2883615,40112,37983,68303
2883613,40112,37983,67322
2883576,40112,37983,42165
2883614,40112,37983,67213
2883612,40112,37983,65948
2883501,40112,37983,25809
2883641,40112,37983,90734
2883498,40112,37983,20962
2883505,40112,37983,16377
2883639,40112,37983,89041
2883591,40112,37983,58696
2883487,40112,37983,7563
2883584,40112,37983,15987
2883500,40112,37983,15165
2883644,40112,37983,82620
2883552,40112,37983,41979
2883536,40112,37983,11891
2883562,40112,37983,47622
2883579,40112,37983,54668
2883581,40112,37983,57615
2883646,40112,37983,92488
2883543,40112,37983,37379
2883509,40112,37983,27359
2883631,40112,37983,102008
2883565,40112,37983,42165
2883539,40112,37983,100266
2883507,40112,37983,100266
2883585,40112,37983,24272
2883580,40112,37983,26044
2883556,40112,37983,26052
2883616,40112,37983,68627
2883566,40112,37983,39159
2883538,40112,37983,20836
2883516,40112,37983,24699
2883642,40112,37983,90715
2883589,40112,37983,58443
2883512,40112,37983,24704
2883605,40112,37983,63524
2883634,40112,37983,102008
2883632,40112,37983,25174
2883568,40112,37983,29067
2883595,40112,37983,59164
2883563,40112,37983,45765
2883582,40112,37983,57505
2883578,40112,37983,56858
2883545,40112,37983,39250
2883604,40112,37983,63477
2883554,40112,37983,26052
2883496,40112,37983,1867
2883540,40112,37983,28631
2883503,40112,37983,15987
2883542,40112,37983,32206
2883633,40112,37983,83927
2883564,40112,37983,44417
2883629,40112,37983,69968
2883488,40112,37983,7869
2883532,40112,37983,24660
2883640,40112,37983,21140
2883645,40112,37983,61769
2883661,40112,37983,94037
2883534,40112,37983,24650
2883590,40112,37983,58635
2883551,40112,37983,32206
2883635,40112,37983,58097
2883504,40112,37983,22439
2883555,40112,37983,26052
2883537,40112,37983,30238
2883630,40112,37983,80208
2883514,40112,37983,25376
2883628,40112,37983,56060
2883511,40112,37983,24700
2883533,40112,37983,26058
2883502,40112,37983,21797
2883513,40112,37983,68704
2883508,40112,37983,12091
2883567,40112,37983,40455
2883506,40112,37983,20663
2883643,40112,37983,50501
2883586,40112,37983,59725
2883657,40112,37983,94124
2883588,40112,37983,58337
2883491,40112,37983,245
2883617,40112,37983,71795
2883560,40112,37983,87687
2883499,40112,37983,4925
2883656,40112,37983,94123
2883593,40112,37983,20836
2883546,40112,37983,32109
2883553,40112,37983,26052
2883535,40112,37983,30892
2883489,40112,37983,100266
2883515,40112,37983,24704
2883587,40112,37983,41978
2883544,40112,37983,36009
2883592,40112,37983,39007
2883490,40112,37983,13363
2883652,40112,37983,94037
2883627,40112,37983,57429
2883583,40112,37983,15987
2883527,40112,37983,24798
2883528,40112,37983,28960
2883526,40112,37983,30837
2883525,40112,37983,30119
2883530,40112,37983,9045
2883531,40112,37983,28907
2883529,40112,37983,26410
2883575,40112,37983,56133
2883572,40112,37983,52125
2883573,40112,37983,55595
2883570,40112,37983,30445
2883571,40112,37983,28906
2883574,40112,37983,55595
2883569,40112,37983,13403
2883674,40112,37983,95428
2883679,40112,37983,92488
2883676,40112,37983,95965
2883677,40112,37983,96257
2883678,40112,37983,94037
2883675,40112,37983,95865
2883683,40112,37983,101304
2883681,40112,37983,94068
2883682,40112,37983,97179
2883684,40112,37983,97486
2883493,40112,37983,2929
2883495,40112,37983,15969
2883494,40112,37983,192
2883492,40112,37983,15986
2883519,40112,37983,29334
2883524,40112,37983,30441
2883548,40112,37983,71795
2883547,40112,37983,41979
2883518,40112,37983,29334
2883521,40112,37983,30438
2883549,40112,37983,46170
2883517,40112,37983,19139
2883523,40112,37983,30445
2883520,40112,37983,31080
2883522,40112,37983,28920
2883601,40112,37983,52584
2883598,40112,37983,59966
2883597,40112,37983,58820
2883600,40112,37983,60281
2883603,40112,37983,61769
2883599,40112,37983,30307
2883602,40112,37983,67450
2883608,40112,37983,74822
2883606,40112,37983,64696
2883607,40112,37983,74822
2883609,40112,37983,65468
2883610,40112,37983,47523
2883620,40112,37983,101304
2883619,40112,37983,63723
2883621,40112,37983,102008
2883618,40112,37983,60281
2883623,40112,37983,58820
2883625,40112,37983,63723
2883626,40112,37983,63723
2883624,40112,37983,21140
2883622,40112,37983,54882
2883638,40112,37983,88966
2883636,40112,37983,85553
2883637,40112,37983,74208
2883649,40112,37983,93265
2883651,40112,37983,93324
2883650,40112,37983,94123
2883665,40112,37983,94068
2883663,40112,37983,73747
2883662,40112,37983,94068
2883664,40112,37983,92488
2883648,40112,37983,92695
2883666,40112,37983,66859
2883668,40112,37983,95486
2883673,40112,37983,95709
2883680,40112,37983,96373
2883670,40112,37983,95486
2883667,40112,37983,95437
2883669,40112,37983,95486
2883672,40112,37983,50767
2883671,40112,37983,95548
2883561,40112,37983,48523
2883559,40112,37983,48669
2883557,40112,37983,13031
2883558,40112,37983,48669
2883486,40112,37983,13363
2883485,40112,37983,13363
2883660,40112,37983,94218
2883659,40112,37983,102008
2883658,40112,37983,94124
2883653,40112,37983,94068
2883647,40112,37983,92605
2883654,40112,37983,94119
2883655,40112,37983,94120
2883541,40112,37983,29167
2883510,40112,37983,24414
2883596,40112,37983,59193
2883497,40112,37983,15976
2827645,38754,95656,9332
2827647,38754,95656,52778
2827646,38754,95656,54145
2827643,38754,95656,22903
2827641,38754,95656,24075
2827642,38754,95656,30445
2827640,38754,95656,12947
2827639,38754,95656,10917
2827638,38754,95656,88236
2827644,38754,95656,39307
2896581,40406,81750,26630
2896541,40406,81750,26537
2896574,40406,81750,2385
2896569,40406,81750,88690
2896580,40406,81750,26630
2896553,40406,81750,44698
2896566,40406,81750,68334
2896552,40406,81750,30484
2896531,40406,81750,13363
2896546,40406,81750,26776
2896543,40406,81750,71152
2896540,40406,81750,24582
2896532,40406,81750,13479
2896535,40406,81750,21513
2896556,40406,81750,49793
2896567,40406,81750,87560
2896584,40406,81750,26630
2896530,40406,81750,12962
2896527,40406,81750,11683
2896568,40406,81750,87783
2896586,40406,81750,94772
2896585,40406,81750,26630
2896583,40406,81750,26630
2896550,40406,81750,34130
2896563,40406,81750,29830
2896572,40406,81750,89524
2896529,40406,81750,12947
2896542,40406,81750,26546
2896537,40406,81750,22852
2896547,40406,81750,27407
2896564,40406,81750,71795
2896528,40406,81750,26630
2896575,40406,81750,56112
2896548,40406,81750,57163
2896555,40406,81750,48481
2896571,40406,81750,89029
2896579,40406,81750,26630
2896524,40406,81750,8094
2896544,40406,81750,26630
2896557,40406,81750,26630
2896570,40406,81750,26630
2896576,40406,81750,26630
2896577,40406,81750,26630
2896578,40406,81750,26630
2896582,40406,81750,26630
2896554,40406,81750,31777
2896559,40406,81750,46852
2896561,40406,81750,40591
2896525,40406,81750,2377
2896539,40406,81750,24634
2896562,40406,81750,69061
2896565,40406,81750,73376
2896545,40406,81750,26630
2896560,40406,81750,66244
2896558,40406,81750,61535
2896551,40406,81750,41415
2896533,40406,81750,15143
2896534,40406,81750,19139
2896526,40406,81750,9871
2896523,40406,81750,260
2896522,40406,81750,3058
2896573,40406,81750,90166
2896549,40406,81750,8614
2896538,40406,81750,24458
2896536,40406,81750,56112
2880317,40044,84429,13301
2880316,40044,84429,7187
2880315,40044,84429,7181
2880314,40044,84429,5354
2883698,40116,33699,75341
2883696,40116,33699,24075
2883695,40116,33699,5536
2883697,40116,33699,6934
2783432,37745,94414,54145
2783424,37745,94414,2353
2783431,37745,94414,100266
2783429,37745,94414,44126
2783422,37745,94414,59841
2783427,37745,94414,36839
2783425,37745,94414,13363
2783430,37745,94414,41559
2783433,37745,94414,57429
2783434,37745,94414,71795
2783423,37745,94414,3995
2783435,37745,94414,37242
2783428,37745,94414,39307
2783426,37745,94414,95663
2896588,40408,57718,3747
2780265,37664,32708,24311
2780269,37664,32708,1615
2780268,37664,32708,27407
2780266,37664,32708,26630
2780267,37664,32708,26630
2780257,37664,32708,2068
2780270,37664,32708,52342
2780262,37664,32708,12962
2780264,37664,32708,16491
2780260,37664,32708,12947
2780261,37664,32708,12947
2780272,37664,32708,26630
2780259,37664,32708,19053
2780271,37664,32708,54145
2780274,37664,32708,37242
2780273,37664,32708,24272
2780263,37664,32708,15986
2780276,37664,32708,10721
2780258,37664,32708,30223
2780275,37664,32708,28920
2756061,37027,14887,83208
2904698,40663,98780,2943
2919631,40663,98780,1635
2904699,40663,98780,11785
2919634,40663,98780,20801
2919632,40663,98780,86030
2904697,40663,98780,2943
2904702,40663,98780,1810
2919633,40663,98780,83599
2904701,40663,98780,14387
2904700,40663,98780,13308
2960916,40663,98780,16160
2963209,40663,98780,2943
2753756,36986,73802,73
2785843,37812,91855,5196
2756302,37030,31941,22369
2756301,37030,31941,20801
2756293,37030,31941,10498
2756294,37030,31941,10815
2756291,37030,31941,1867
2756296,37030,31941,11557
2756305,37030,31941,9332
2756304,37030,31941,31739
2756298,37030,31941,83427
2756295,37030,31941,9110
2756303,37030,31941,28907
2756306,37030,31941,61535
2756292,37030,31941,6969
2756290,37030,31941,69102
2756299,37030,31941,15347
2756300,37030,31941,15670
2756297,37030,31941,13308
2921234,41026,98098,13363
2921237,41026,98098,1615
2921238,41026,98098,45512
2921236,41026,98098,25809
2921229,41026,98098,679
2921235,41026,98098,15986
2921240,41026,98098,69791
2921242,41026,98098,81711
2921232,41026,98098,13363
2921233,41026,98098,13363
2921231,41026,98098,245
2921239,41026,98098,51687
2921230,41026,98098,245
2921241,41026,98098,69831
2918960,40632,98875,47774
2918961,40632,98875,43025
2904035,40632,98875,7773
2904031,40632,98875,15143
2904034,40632,98875,28272
2904033,40632,98875,21961
2904029,40632,98875,92
2904039,40632,98875,70273
2904038,40632,98875,64886
2904040,40632,98875,76499
2904037,40632,98875,54145
2904036,40632,98875,42391
2904041,40632,98875,102008
2904030,40632,98875,12986
2904032,40632,98875,21899
2948781,41766,48675,86244
2948784,41766,48675,13742
2948782,41766,48675,12774
2948790,41766,48675,48109
2948791,41766,48675,95105
2948789,41766,48675,31895
2948788,41766,48675,30837
2948785,41766,48675,70974
2948783,41766,48675,83427
2948780,41766,48675,12383
2948786,41766,48675,16491
2948787,41766,48675,25875
2909364,40769,98111,12774
2909366,40769,98111,22366
2909368,40769,98111,90543
2909355,40769,98111,2357
2909370,40769,98111,95125
2909357,40769,98111,90166
2909363,40769,98111,5679
2909365,40769,98111,12947
2909360,40769,98111,5801
2909367,40769,98111,28125
2909358,40769,98111,30223
2909356,40769,98111,95829
2909362,40769,98111,98874
2909361,40769,98111,11213
2909351,40769,98111,264
2909353,40769,98111,264
2909359,40769,98111,7397
2909354,40769,98111,425
2909352,40769,98111,220
2909369,40769,98111,12919
2905183,40680,98901,14387
2905186,40680,98901,81451
2905200,40680,98901,95149
2905185,40680,98901,27579
2905193,40680,98901,81451
2905195,40680,98901,45858
2905190,40680,98901,66031
2905201,40680,98901,189
2905191,40680,98901,66982
2905174,40680,98901,2093
2905175,40680,98901,2224
2905172,40680,98901,269
2905177,40680,98901,13927
2905192,40680,98901,50369
2905166,40680,98901,196
2905167,40680,98901,218
2905168,40680,98901,220
2905170,40680,98901,255
2905171,40680,98901,264
2905181,40680,98901,5992
2905182,40680,98901,13301
2905187,40680,98901,79175
2905188,40680,98901,798
2905189,40680,98901,73204
2905198,40680,98901,55503
2905194,40680,98901,99051
2905197,40680,98901,12662
2905199,40680,98901,34506
2905179,40680,98901,5975
2905180,40680,98901,77857
2905176,40680,98901,2614
2905178,40680,98901,4564
2905173,40680,98901,425
2905169,40680,98901,241
2905184,40680,98901,81502
2905196,40680,98901,79432
2921445,41031,96943,86671
2933652,41031,96943,58
2921444,41031,96943,98874
2909385,40770,3971,53182
2909389,40770,3971,80495
2909373,40770,3971,6363
2909378,40770,3971,100266
2909377,40770,3971,10721
2909376,40770,3971,9054
2909374,40770,3971,22436
2909394,40770,3971,56641
2909388,40770,3971,61918
2909392,40770,3971,62136
2909379,40770,3971,13191
2909391,40770,3971,87502
2909390,40770,3971,50807
2909380,40770,3971,24075
2909381,40770,3971,24798
2909375,40770,3971,7022
2909372,40770,3971,2353
2909393,40770,3971,3748
2909371,40770,3971,70
2909384,40770,3971,37835
2909383,40770,3971,42924
2909382,40770,3971,29643
2909386,40770,3971,55648
2909387,40770,3971,73388
2914148,40857,97746,93324
2913963,40857,97746,13363
2913962,40857,97746,12660
2914076,40857,97746,57402
2914077,40857,97746,26044
2914074,40857,97746,57402
2914075,40857,97746,57402
2914086,40857,97746,58635
2914094,40857,97746,60281
2914091,40857,97746,59193
2914083,40857,97746,59725
2914095,40857,97746,61424
2914097,40857,97746,63477
2914098,40857,97746,64696
2914100,40857,97746,65468
2914101,40857,97746,47523
2914099,40857,97746,74822
2914096,40857,97746,67450
2914110,40857,97746,63723
2914119,40857,97746,80208
2914114,40857,97746,58820
2914118,40857,97746,69968
2914112,40857,97746,71795
2914115,40857,97746,63723
2914103,40857,97746,67322
2914106,40857,97746,71795
2914120,40857,97746,102008
2914121,40857,97746,25174
2914166,40857,97746,96373
2914171,40857,97746,98002
2914164,40857,97746,95965
2914165,40857,97746,96257
2914167,40857,97746,97179
2914168,40857,97746,97486
2914169,40857,97746,97977
2914170,40857,97746,98002
2914172,40857,97746,40581
2914173,40857,97746,102007
2914163,40857,97746,95865
2913997,40857,97746,100266
2914023,40857,97746,24650
2914072,40857,97746,56858
2914051,40857,97746,47286
2914069,40857,97746,56133
2914143,40857,97746,90970
2914063,40857,97746,30445
2914144,40857,97746,82620
2914133,40857,97746,86082
2913978,40857,97746,1867
2914009,40857,97746,30445
2914000,40857,97746,26052
2914113,40857,97746,54882
2914018,40857,97746,28907
2914064,40857,97746,28906
2913976,40857,97746,2929
2914004,40857,97746,24699
2914105,40857,97746,68627
2914060,40857,97746,40455
2914088,40857,97746,20836
2914085,40857,97746,58337
2914033,40857,97746,35340
2914061,40857,97746,70173
2914012,40857,97746,30837
2913995,40857,97746,20663
2914005,40857,97746,19139
2914092,40857,97746,58820
2914055,40857,97746,44417
2914044,40857,97746,26052
2913998,40857,97746,12091
2914141,40857,97746,90734
2913975,40857,97746,245
2913977,40857,97746,18519
2913971,40857,97746,100266
2913988,40857,97746,21797
2913996,40857,97746,6751
2913989,40857,97746,15987
2913983,40857,97746,23662
2913981,40857,97746,4925
2913965,40857,97746,1560
2913972,40857,97746,13363
2913974,40857,97746,15986
2914147,40857,97746,94123
2913993,40857,97746,16377
2913980,40857,97746,20962
2914041,40857,97746,32206
2914062,40857,97746,29067
2913973,40857,97746,245
2914010,40857,97746,30441
2914017,40857,97746,9045
2914067,40857,97746,55595
2914019,40857,97746,23476
2914031,40857,97746,28272
2914016,40857,97746,26410
2913970,40857,97746,19053
2914049,40857,97746,87687
2913990,40857,97746,15976
2914065,40857,97746,52125
2913967,40857,97746,7563
2914002,40857,97746,24414
2913985,40857,97746,22070
2913986,40857,97746,25809
2914022,40857,97746,26058
2913966,40857,97746,5999
2913982,40857,97746,21869
2913968,40857,97746,7869
2913969,40857,97746,11213
2913984,40857,97746,15165
2913964,40857,97746,13363
2913979,40857,97746,15987
2913992,40857,97746,22366
2913987,40857,97746,22787
2913991,40857,97746,22439
2913994,40857,97746,15969
2914001,40857,97746,24649
2914003,40857,97746,68704
2913999,40857,97746,28055
2914011,40857,97746,30119
2914014,40857,97746,28960
2914015,40857,97746,29067
2914006,40857,97746,31080
2914007,40857,97746,30438
2914021,40857,97746,24660
2914008,40857,97746,28920
2914013,40857,97746,24798
2914020,40857,97746,30837
2914028,40857,97746,100266
